,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden_stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,garden_dirty_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,garden_stone,,,,,,,,,,,,,,,,,crate,crate,,,,,,,,,,,,,Z,,,,,,,,,,,,,garden_dirty_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,garden_tree_16,,,garden_dirty_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden_stone,,,,,,,,,,garden_stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,garden_stone,,,,,,,,,,,,,,,,,,,,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden_dirty_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,garden_tree_16,,,,,,,,garden_stone,,,,,,,,,,,,,,,,,,,,,,garden_dirty_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden_tree_16,,,,,garden_stone,garden_tree_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house_bench,,house_bench,,,garden_tree_16,,,,,,,,,,,,,,,,,,house_bench,,,,house_bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crate,crate,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crate,,,,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misc_blood,Z,crate,crate,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misc_blood,,,,,crate,crate,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_bottom_right_01,water_bottom_01,water_bottom_01,water_bottom_01,water_bottom_left_01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden_grass_1,garden_grass_1,garden_grass_1,,,,,,,,,,,crate,,garden_stone,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden_grass_1,garden_grass_1,garden_grass_1,,misc_blood,,,garden_grass_1,,,,,,garden_grass_3,garden_tree_3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden_grass_3,,,,garden_grass_1,,,,,,,,,,,,,,,,,,,,,,,,,garden_grass_1,garden_grass_1,garden_grass_1,,,,,,,,,,,garden_tree_3,,garden_tree_3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden_grass_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misc_blood,,Z,,,garden_grass_2,,,,,garden_grass_1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden_grass_1,,,,,,,,,,,,,,,,,,,,,,,,,,garden_grass_1,,,,,,,,,garden_tree_3,,garden_tree_3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misc_dead,,,,,factory_industrial_pipe_left,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_right,,,,,,,,,,,,,,,,,,,,,,,,,garden_grass_3,garden_stone,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misc_dead,,garden_grass_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden_grass_1,,,,,,,garden_tree_3,
,,,,,,,,garden_dirty_1,,,,,,,,,garden_dirty_2,,,,,,garden_dirty_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden_grass_1,misc_blood,garden_grass_3,,,garden_grass_3,,,,,,,,,,,,,,,,,,,,factory_industrial_pipe_middle,,,,,,,,,,,garden_tree_3,,garden_grass_1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden_grass_3,garden_grass_3,,,misc_dead,,,,Z,,,misc_blood,,,,,,,,,,,,,,,,,,,factory_industrial_pipe_middle,,,,,,,,,,,garden_stone,garden_grass_1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,factory_industrial_pipe_middle,,,,,,,misc_blood,,,garden_grass_1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,factory_industrial_pipe_middle,,,,,misc_dead,,,,,,,garden_tree_3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden_grass_3,,,,Z,misc_dead,,,,,,,,,,,,,,,,,,,,,,,,factory_industrial_pipe_middle,,,,,,,stair_down_left,,,,garden_tree_3,,garden_grass_1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden_grass_3,,,,,,,misc_blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden_grass_3,,,,,,,,,garden_grass_1,,,,,,,,,,,,,,,,,,road_top_01,road_top_01,Z,road_top_01,misc_sign
,,,,,,,,,,,,,garden_dirty_2,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misc_blood,,,,,,,,,garden_grass_3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,garden_dirty_1,,,,,factory_industrial_part_top_02,factory_industrial_part_top,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,road_top_01,road_top_01,road_top_01,road_top_01,misc_sign
,,,,,,,,,,,,,,,,,,,,,,factory_industrial_part_top,,,,,,misc_chain_top,,misc_chain_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misc_blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misc_sign
,,,,,,,,,,,,,,,,,,,,,,factory_industrial_part_left_02,factory_industrial_part_left_02,,,,,misc_chain_top,,misc_chain_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,road_bottom_01,road_bottom_01,road_bottom_01,road_bottom_01,road_bottom_01
,,,,,,,,,,,,,,,,,,,garden_dirty_1,,,misc_chainwheel_left_right,misc_chainwheel_left_right,,,,,misc_chain_top,,misc_chain_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misc_blood,,,,,,,Z,misc_blood,,,,,,,,,,,,,Z,,,,,,,,garden_tree_4,,,
,,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_top,factory_industrial_part_top_02,,,,,,,,,,,,,,,,,,misc_hook,,misc_chain_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misc_dead,,misc_blood,,,misc_blood,,,,,,,,,,,,,,,,,,misc_blood,,,,,,,,garden_grass_3,
,,misc_chain_top,,,,,,,factory_industrial_part_top,,,,,,,,,,,,,,,,,,,,,misc_chain_top,,,,,,,,,,,,,,,,,,,,,,,,,,,factory_industrial_pipe_middle,,,,,,,,,,,,,,,,garden_grass_3,,,,,garden_grass_2,,,,misc_dead,,,,,,,,,,,,,garden_grass_3,garden_tree_3,,garden_tree_3,
,,misc_chain_top,,,,,garden_dirty_2,factory_industrial_part_left_02,factory_industrial_part_left_02,factory_industrial_part_left_02,,,,,,,,,,,,,,,,,,,,misc_chain_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden_grass_1,,garden_grass_3,,,,,,,,,,,,,,garden_grass_1,,,,,,,,,misc_blood,,,misc_dead,,,,,,,,,,garden_tree_4,,garden_grass_3,
,,misc_chain_top,,,,,,misc_chainwheel_left_right,misc_chainwheel_left_right,misc_chainwheel_left_right,,,,,,,,,,,garden_dirty_1,,,,,,,,,misc_hook,,,,,,,,,,,,,,,,,,,,,,,,,,,factory_industrial_pipe_middle,,,,,,,,,,,,,,,garden_grass_2,,,,,garden_grass_1,,,,,,,,,,,,,,,,,,,garden_tree_3,,,
,,misc_chain_top,,,,,,,,garden_dirty_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden_grass_1,garden_grass_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_top_right_01,water_top_01,water_top_01,water_top_01,water_top_left_01
,,misc_hook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
