water_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,water_left_01,garden_tree_8,garden_tree_3,,dirty_river_bottom_right_01,dirty_river_horizontal_01,dirty_river_horizontal_01,dirty_river_horizontal_01,dirty_river_horizontal_01,dirty_river_horizontal_01,dirty_river_horizontal_01,dirty_river_bottom_left_01,,dirty_top_right_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_left_01,garden_grass_2,garden_grass_2,,garden_grass_2,,,,,,garden_grass_3,garden_tree_3,garden_tree_3,garden_grass_2,garden_tree_10,garden_tree_3,outside_metal_fence_1,garden_dirty_1,wooden_wall_01,wooden_wall_01,wooden_wall_01,garden_tree_3,outside_metal_fence_1,garden_stone,garden_grass_1,garden_grass_2,garden_grass_2,garden_grass_2,garden_grass_2,garden_grass_2,garden_tree_7,garden_tree_11,garden_tree_8,garden_stone,garden_tree_6,garden_tree_6,garden_tree_6,garden_tree_11,garden_dirty_1,garden_tree_6,garden_tree_10,garden_tree_6,garden_grass_2,garden_tree_6,garden_grass_2,garden_tree_10,garden_stone,garden_stone,water_bottom_right_01,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,water_left_01,@,@,@,door_02_close,@,@,@,@,@,@,dirty_river_vertical_01,,dirty_right_01,,,garden_stone,,,,dirty_left_01,garden_grass_2,garden_grass_1,garden_grass_1,garden_grass_2,garden_grass_2,garden_grass_3,garden_grass_3,garden_grass_3,garden_grass_3,garden_tree_3,garden_tree_11,garden_grass_2,garden_grass_2,garden_tree_11,garden_tree_10,outside_metal_fence_1,garden_dirty_1,garden_dirty_1,garden_grass_2,garden_grass_2,garden_tree_3,outside_metal_fence_1,garden_tree_12,garden_grass_1,garden_grass_1,garden_grass_1,garden_grass_1,garden_grass_2,garden_tree_2,garden_grass_1,garden_tree_11,garden_stone,garden_tree_3,garden_tree_6,garden_tree_8,garden_tree_8,garden_tree_6,garden_tree_6,garden_dirty_1,garden_tree_11,garden_tree_6,garden_tree_8,garden_tree_10,garden_tree_6,garden_tree_6,garden_tree_6,garden_stone,garden_stone,water_bottom_right_01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,water_bottom_left_01,@,misc_barrel,misc_barrel,,crate,factory_industrial_part_left_02,factory_industrial_part_left_02,@,,@,dirty_river_vertical_01,,dirty_right_01,garden_stone,,,,garden_tree_4,,dirty_left_01,garden_grass_3,garden_grass_3,garden_grass_3,garden_grass_2,garden_grass_1,garden_tree_11,garden_tree_10,garden_tree_8,garden_tree_8,garden_dirty_2,garden_dirty_2,garden_dirty_2,garden_grass_2,garden_grass_2,garden_dirty_2,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,garden_stone,garden_grass_1,garden_tree_7,garden_tree_2,garden_grass_2,garden_tree_3,garden_stone,garden_tree_8,garden_tree_8,garden_tree_10,garden_tree_10,garden_tree_11,garden_grass_1,garden_tree_10,garden_tree_10,garden_tree_6,garden_tree_10,garden_tree_11,garden_tree_3,garden_tree_6,garden_tree_6,garden_tree_8,garden_grass_1,garden_grass_1,garden_tree_10,garden_stone,garden_stone,water_bottom_right_01,,,,,,
,,,,,,,,,,,,,,,,,,,,,water_bottom_01,water_bottom_left_01,,@,misc_barrel,misc_barrel,,crate,factory_industrial_part_left_02,factory_industrial_part_left_02,@,,@,dirty_river_vertical_01,,dirty_right_01,,,,,,,dirty_left_01,garden_grass_1,garden_grass_3,garden_grass_1,garden_grass_1,garden_tree_11,garden_grass_1,garden_grass_1,garden_tree_8,garden_grass_2,garden_dirty_2,garden_tree_10,garden_grass_1,garden_grass_1,garden_grass_1,garden_grass_2,garden_grass_2,garden_grass_1,garden_grass_1,garden_grass_2,garden_grass_1,garden_grass_1,garden_grass_1,garden_grass_2,garden_grass_1,garden_tree_3,garden_stone,garden_stone,garden_tree_3,garden_grass_2,garden_tree_11,garden_grass_2,garden_tree_10,garden_grass_2,garden_grass_2,garden_tree_11,garden_dirty_1,garden_tree_3,garden_dirty_1,garden_tree_3,garden_tree_3,garden_tree_3,garden_tree_11,garden_tree_6,garden_grass_1,garden_grass_1,garden_tree_11,garden_grass_1,garden_tree_8,garden_stone,garden_stone,water_right_01,,,,,
,,,,,,,,,,,,,,,,,,,,water_bottom_left_01,,,,@,misc_barrel,misc_barrel,,,,house_bench,@,,@,dirty_river_vertical_01,,dirty_right_01,garden_tree_4,,,garden_tree_4,,,dirty_left_01,garden_grass_3,garden_grass_2,garden_grass_1,garden_tree_3,garden_grass_1,garden_grass_2,garden_grass_1,garden_grass_1,garden_grass_1,garden_grass_1,garden_tree_9,garden_grass_3,garden_tree_10,garden_grass_3,garden_grass_3,garden_tree_8,garden_tree_3,garden_tree_10,garden_tree_10,garden_tree_10,garden_tree_8,garden_tree_3,garden_stone,garden_tree_10,garden_grass_2,garden_grass_2,garden_tree_11,garden_grass_2,garden_grass_1,garden_grass_2,garden_grass_1,garden_grass_2,garden_grass_1,garden_grass_2,garden_grass_2,garden_tree_10,garden_grass_1,garden_tree_10,garden_tree_4,garden_tree_4,garden_tree_4,garden_tree_4,garden_grass_2,garden_tree_4,garden_tree_4,garden_tree_4,garden_tree_4,garden_tree_8,garden_stone,garden_stone,water_right_01,,,,,
,,,,,,,,,,,,,,,,,,,water_bottom_left_01,,,,,@,misc_barrel,misc_barrel,,,,,door_02_close,,@,dirty_river_vertical_01,,dirty_right_01,,,,,,dirty_bottom_01,dirty_bottom_left_01,garden_grass_2,garden_grass_1,garden_tree_8,garden_tree_11,garden_grass_1,garden_tree_10,garden_tree_11,garden_tree_10,garden_tree_9,garden_tree_9,garden_tree_10,garden_tree_9,garden_tree_9,garden_tree_9,garden_stone,garden_grass_3,garden_tree_8,garden_tree_3,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,garden_tree_4,garden_tree_10,garden_grass_2,garden_tree_4,garden_tree_8,garden_grass_2,garden_tree_4,garden_tree_2,garden_grass_2,garden_tree_8,garden_stone,garden_stone,garden_stone,water_bottom_right_01,,,,,
,,,,,,,,,,,,,,,,,,water_left_01,,,,,,@,@,@,@,@,@,@,@,@,@,dirty_river_vertical_01,,dirty_bottom_right_01,dirty_bottom_01,dirty_bottom_01,dirty_01,dirty_bottom_01,dirty_bottom_left_01,garden_grass_1,garden_grass_1,garden_tree_8,garden_tree_3,garden_tree_11,garden_tree_8,garden_grass_1,garden_tree_8,garden_tree_9,garden_tree_9,garden_tree_8,garden_tree_3,garden_tree_3,garden_tree_9,garden_tree_3,garden_tree_9,garden_tree_9,garden_tree_9,garden_tree_10,garden_tree_3,outside_metal_fence_1,crate,crate,garden_dirty_1,garden_grass_2,garden_grass_2,,,,,garden_tree_3,garden_tree_11,,garden_tree_3,garden_stone,garden_grass_3,military_crate,military_crate,outside_metal_fence_1,garden_dirty_1,garden_tree_10,garden_dirty_1,garden_tree_10,garden_tree_4,garden_tree_5,garden_tree_5,garden_tree_11,garden_tree_11,garden_tree_5,garden_tree_8,garden_dirty_2,garden_stone,garden_stone,water_right_01,,,,
,,,,,,,,,,,,,,,,,,water_bottom_left_01,,,,,,,,,,,,dirty_river_bottom_right_01,dirty_river_horizontal_01,dirty_river_horizontal_01,dirty_river_horizontal_01,dirty_river_horizontal_top_01,dirty_river_horizontal_01,dirty_river_horizontal_01,dirty_river_horizontal_01,dirty_river_horizontal_01,dirty_river_top_left_01,garden_grass_1,garden_tree_8,garden_grass_2,garden_grass_2,garden_tree_3,garden_tree_4,garden_tree_4,garden_grass_1,garden_dirty_2,garden_tree_9,garden_tree_3,garden_tree_9,garden_stone,garden_grass_3,garden_grass_3,garden_stone,garden_tree_9,garden_tree_10,garden_stone,garden_tree_9,garden_tree_10,garden_tree_3,outside_metal_fence_1,,garden_dirty_1,,garden_dirty_1,garden_dirty_1,garden_grass_2,,garden_grass_2,,dirty_top_right_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_left_01,garden_grass_2,garden_grass_2,outside_metal_fence_1,garden_tree_4,garden_grass_2,garden_grass_1,garden_grass_2,garden_dirty_2,garden_dirty_2,garden_stone,garden_tree_3,garden_tree_3,garden_grass_2,garden_tree_3,garden_grass_2,garden_grass_1,garden_stone,water_right_01,,,,
,,,,,,,,,,,,,,,,,water_bottom_left_01,garden_grass_1,garden_dirty_1,garden_grass_2,garden_grass_1,garden_dirty_1,garden_tree_12,garden_grass_3,garden_tree_3,garden_tree_12,garden_grass_3,garden_tree_12,garden_stone,dirty_river_vertical_01,garden_grass_1,garden_grass_3,garden_grass_3,garden_dirty_1,garden_grass_3,garden_grass_3,garden_dirty_1,garden_grass_1,garden_dirty_1,garden_tree_12,garden_tree_3,garden_tree_3,garden_tree_3,garden_tree_4,garden_grass_2,garden_grass_2,garden_dirty_2,garden_grass_2,garden_tree_8,garden_tree_9,garden_tree_8,garden_tree_3,,garden_tree_3,garden_grass_3,garden_tree_10,garden_tree_9,garden_tree_9,garden_grass_3,garden_stone,garden_grass_3,outside_metal_fence_1,garden_grass_1,,garden_grass_2,,garden_dirty_1,,,,dirty_top_right_01,dirty_01,dirty_01,dirty_01,dirty_01,dirty_01,dirty_01,dirty_top_left_01,garden_grass_3,outside_metal_fence_1,garden_dirty_2,garden_tree_12,garden_tree_12,garden_tree_12,garden_tree_4,garden_grass_2,garden_dirty_2,garden_stone,garden_tree_3,garden_tree_2,garden_grass_1,garden_tree_3,garden_tree_4,garden_stone,water_right_01,,,,
,,,,,,,,,,,,,,,,water_left_01,garden_grass_2,garden_grass_3,crate,crate,garden_grass_2,crate,@,@,@,@,@,@,garden_dirty_1,dirty_river_vertical_01,garden_grass_3,garden_grass_3,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_wall_01,garden_grass_3,garden_tree_4,garden_grass_1,garden_grass_1,garden_grass_1,garden_grass_1,garden_grass_1,garden_tree_8,garden_tree_8,garden_grass_2,garden_tree_3,outside_wooden_fence_1,outside_wooden_fence_1,outside_wooden_fence_1,outside_wooden_fence_1,outside_wooden_fence_1,garden_tree_10,garden_grass_3,garden_tree_3,garden_grass_3,garden_tree_10,garden_tree_3,garden_grass_1,outside_metal_fence_1,garden_grass_1,dirty_top_right_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_01,dirty_bottom_left_01,petrol_full_top_right_01,petrol_top_01,petrol_full_top_left_01,dirty_bottom_right_01,dirty_01,dirty_left_01,garden_dirty_1,outside_metal_fence_1,garden_tree_3,garden_grass_2,garden_tree_12,garden_stone,garden_tree_3,garden_tree_3,garden_dirty_2,garden_tree_3,garden_tree_12,garden_tree_12,garden_tree_5,garden_grass_2,garden_tree_3,garden_stone,water_right_01,,,,
,,,,,,,,,,,,,,,,water_bottom_left_01,garden_grass_3,garden_grass_3,crate,crate,garden_grass_3,garden_grass_2,@,house_table,house_stove,lab_cupboard_01,lab_cupboard_01,@,garden_dirty_1,dirty_river_vertical_01,garden_grass_3,garden_grass_3,outside_wooden_fence_1,garden_grass_1,garden_dirty_1,garden_grass_3,crate,wooden_wall_01,garden_dirty_1,garden_tree_3,garden_grass_1,garden_stone,garden_dirty_1,garden_stone,garden_dirty_1,garden_tree_12,garden_tree_10,garden_grass_1,garden_tree_3,outside_wooden_fence_1,garden_dirty_1,garden_tree_7,garden_dirty_1,outside_wooden_fence_1,garden_dirty_2,garden_tree_10,garden_dirty_2,garden_dirty_2,garden_stone,garden_grass_1,garden_grass_1,outside_metal_fence_1,garden_dirty_1,dirty_right_01,dirty_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_left_01,petrol_full_top_right_01,petrol_01,petrol_01,petrol_01,petrol_full_top_left_01,dirty_right_01,dirty_left_01,garden_grass_3,outside_metal_fence_1,garden_dirty_1,garden_tree_3,garden_tree_3,garden_tree_3,garden_tree_3,garden_tree_3,garden_tree_12,garden_tree_3,garden_tree_12,garden_tree_3,garden_tree_5,garden_grass_1,garden_grass_1,garden_stone,water_right_01,,,,
,,,,,,,,,,,,,,,water_bottom_left_01,garden_dirty_1,garden_grass_3,garden_grass_2,garden_grass_3,garden_grass_3,garden_grass_2,garden_dirty_1,window_01,,garden_dirty_1,garden_dirty_1,house_bench,window_01,misc_barrel,dirty_river_vertical_01,garden_grass_3,garden_tree_8,garden_dirty_1,garden_grass_3,garden_grass_3,house_table,house_bench,wooden_wall_01,garden_grass_1,garden_tree_8,garden_grass_1,garden_dirty_1,garden_tree_12,garden_dirty_2,garden_dirty_1,garden_dirty_2,garden_tree_6,garden_grass_2,garden_tree_3,outside_wooden_fence_1,garden_dirty_4,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_wall_01,garden_tree_3,garden_tree_3,garden_tree_3,garden_grass_3,garden_grass_3,garden_tree_4,outside_metal_fence_1,garden_dirty_1,dirty_right_01,dirty_left_01,petrol_full_top_right_01,petrol_top_01,petrol_top_01,petrol_top_01,petrol_top_01,petrol_top_01,petrol_01,petrol_01,petrol_01,petrol_01,petrol_full_bottom_left_01,dirty_right_01,dirty_left_01,garden_tree_3,outside_metal_fence_1,garden_tree_3,garden_tree_3,garden_stone,garden_tree_4,garden_dirty_2,garden_tree_4,garden_tree_3,garden_tree_11,garden_tree_3,garden_grass_2,garden_tree_5,garden_grass_2,garden_tree_4,garden_stone,water_right_01,,,,
,,,,,,,,,,,,,,water_bottom_left_01,garden_dirty_1,garden_grass_2,garden_grass_2,garden_grass_2,garden_dirty_1,garden_grass_1,garden_grass_2,garden_grass_1,@,window_01,@,door_02_close,@,@,misc_barrel,dirty_river_vertical_01,garden_grass_3,garden_grass_1,garden_grass_3,garden_grass_2,garden_grass_3,garden_stone,garden_grass_1,wooden_wall_01,garden_grass_1,garden_tree_12,garden_grass_1,garden_tree_6,garden_tree_10,garden_dirty_1,garden_tree_10,garden_dirty_2,garden_dirty_1,garden_grass_1,garden_tree_7,garden_dirty_4,garden_tree_3,wooden_wall_01,house_cupboard_01,crate,garden_tree_3,dirty_river_bottom_right_01,dirty_river_horizontal_01,dirty_river_horizontal_01,dirty_river_horizontal_01,dirty_river_horizontal_01,dirty_river_horizontal_01,outside_metal_door_01_close,garden_grass_1,dirty_right_01,dirty_left_01,petrol_full_right_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,petrol_01,petrol_01,petrol_01,petrol_01,petrol_01,petrol_full_bottom_left_01,dirty_top_right_01,dirty_01,dirty_bottom_left_01,garden_grass_3,outside_metal_fence_1,garden_dirty_1,garden_tree_3,garden_tree_2,garden_dirty_2,garden_tree_12,garden_tree_3,garden_tree_3,garden_grass_2,garden_tree_3,garden_tree_3,garden_grass_1,garden_grass_1,garden_stone,garden_stone,water_right_01,,,,
,,,,,,,,,,,,,water_left_01,garden_dirty_1,garden_grass_1,garden_grass_3,garden_grass_1,garden_grass_3,garden_grass_3,garden_grass_1,garden_grass_3,garden_dirty_1,garden_tree_3,garden_grass_1,garden_tree_3,dirty_river_vertical_01,garden_dirty_1,garden_grass_1,garden_grass_1,dirty_river_vertical_01,garden_tree_8,garden_grass_3,outside_wooden_fence_1,garden_grass_3,outside_wooden_fence_1,outside_wooden_door_01_close,wooden_wall_01,wooden_wall_01,garden_grass_3,garden_tree_4,garden_grass_1,garden_grass_2,garden_grass_2,garden_grass_2,garden_grass_2,garden_tree_12,garden_dirty_1,garden_grass_2,garden_tree_3,garden_tree_3,garden_dirty_4,wooden_wall_01,garden_grass_2,garden_grass_2,garden_tree_3,dirty_river_vertical_01,garden_stone,garden_stone,garden_stone,garden_grass_2,garden_grass_2,outside_metal_fence_1,garden_grass_3,dirty_bottom_right_01,dirty_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_left_01,petrol_full_right_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,petrol_full_bottom_left_01,dirty_top_right_01,dirty_01,dirty_bottom_left_01,,factory_industrial_part_left_02,outside_metal_fence_1,garden_tree_12,garden_grass_2,garden_tree_2,garden_tree_4,garden_dirty_2,garden_tree_11,garden_dirty_2,garden_tree_3,garden_tree_3,garden_tree_3,garden_grass_1,garden_stone,garden_stone,water_top_right_01,,,,,
,,,,,,,,,,,,,water_bottom_left_01,garden_dirty_1,garden_grass_1,garden_grass_3,garden_grass_1,garden_dirty_1,garden_grass_1,garden_grass_2,garden_grass_2,garden_grass_1,dirty_river_bottom_right_01,dirty_river_horizontal_01,dirty_river_horizontal_01,dirty_river_horizontal_top_01,dirty_river_horizontal_01,dirty_river_horizontal_01,dirty_river_horizontal_01,dirty_river_top_left_01,garden_grass_3,garden_grass_1,garden_grass_1,garden_grass_1,garden_grass_1,garden_tree_3,garden_dirty_1,garden_tree_3,outside_metal_fence_1,garden_grass_1,garden_tree_3,garden_tree_12,garden_tree_4,garden_tree_12,garden_grass_2,garden_stone,garden_tree_5,garden_dirty_1,garden_dirty_1,garden_grass_1,garden_dirty_1,wooden_wall_01,outside_wooden_door_01_close,garden_tree_3,garden_grass_1,dirty_river_vertical_01,garden_stone,garden_stone,garden_tree_11,garden_tree_11,garden_tree_4,outside_metal_fence_1,garden_grass_3,garden_grass_3,dirty_bottom_right_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,dirty_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_01,dirty_bottom_left_01,,,factory_industrial_part_left_02,outside_metal_fence_1,garden_tree_12,garden_grass_2,garden_tree_12,garden_grass_2,garden_tree_12,garden_dirty_2,garden_grass_2,garden_tree_3,garden_grass_2,garden_grass_1,garden_dirty_1,garden_stone,garden_stone,water_right_01,,,,,
,,,,,,,,,,,,water_bottom_left_01,garden_grass_2,factory_industrial_part_top,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,garden_grass_1,garden_grass_1,dirty_river_vertical_01,garden_grass_3,garden_grass_1,garden_dirty_1,garden_dirty_1,garden_grass_3,garden_dirty_1,garden_grass_3,garden_tree_3,garden_grass_1,garden_grass_1,garden_grass_2,garden_grass_3,garden_grass_3,garden_grass_1,garden_grass_1,outside_metal_fence_1,garden_tree_4,garden_tree_8,garden_grass_1,garden_tree_8,garden_tree_12,garden_grass_2,garden_stone,garden_tree_6,garden_stone,garden_grass_2,garden_grass_1,garden_grass_1,garden_grass_2,garden_grass_2,garden_stone,garden_grass_1,dirty_river_vertical_01,garden_stone,garden_tree_4,garden_tree_3,garden_tree_4,garden_tree_12,outside_metal_fence_1,garden_grass_1,garden_grass_1,garden_tree_11,garden_dirty_1,garden_tree_11,garden_grass_3,dirty_bottom_right_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_left_01,,,factory_industrial_part_left_02,factory_industrial_part_left_02,outside_metal_fence_1,garden_tree_11,garden_tree_11,garden_tree_4,garden_tree_12,garden_tree_3,garden_grass_2,garden_tree_12,garden_dirty_1,garden_dirty_1,garden_grass_1,garden_tree_4,garden_stone,water_top_right_01,,,,,,
